ID_author,Title,Authors,Part_of,Year,Zitiert_von
14,Continual pre-training of language models for math problem understanding with syntax-aware memory network,"Z Gong, K Zhou, WX Zhao, J Sha, S Wang, JR Wen",Proceedings of the 60th Annual Meeting of the Association for Computational …,2022,15
14,Diffusion models for non-autoregressive text generation: A survey,"Y Li, K Zhou, WX Zhao, JR Wen",arXiv preprint arXiv:2303.06574,2023,14
14,Cuge: A chinese language understanding and generation evaluation benchmark,"Y Yao, Q Dong, J Guan, B Cao, Z Zhang, C Xiao, X Wang, F Qi, J Bao, ...",arXiv preprint arXiv:2112.13610,2021,11
14,Jiuzhang: A chinese pre-trained language model for mathematical problem understanding,"WX Zhao, K Zhou, Z Gong, B Zhang, Y Zhou, J Sha, Z Chen, S Wang, ...",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and …,2022,10
14,Evaluating and improving tool-augmented computation-intensive math reasoning,"B Zhang, K Zhou, X Wei, X Zhao, J Sha, S Wang, JR Wen",Advances in Neural Information Processing Systems 36,2024,9
14,A novel macro-micro fusion network for user representation learning on mobile apps,"S Bian, WX Zhao, K Zhou, X Chen, J Cai, Y He, X Luo, JR Wen","Proceedings of the Web Conference 2021, 3199-3209",2021,9
14,Diffusion-nat: Self-prompting discrete diffusion for non-autoregressive text generation,"K Zhou, Y Li, WX Zhao, JR Wen",arXiv preprint arXiv:2305.04044,2023,6
14,Virtual data augmentation: A robust and general framework for fine-tuning pre-trained models,"K Zhou, WX Zhao, S Wang, F Zhang, W Wu, JR Wen",arXiv preprint arXiv:2109.05793,2021,6
14,Great truths are always simple: A rather simple knowledge encoder for enhancing the commonsense reasoning capacity of pre-trained models,"J Jiang, K Zhou, WX Zhao, JR Wen",arXiv preprint arXiv:2205.01841,2022,5
14,Learn with noisy data via unsupervised loss correction for weakly supervised reading comprehension,"X Zhang, K Zhou, S Wang, F Zhang, Z Wang, J Liu",Proceedings of the 28th International Conference on Computational …,2020,4
14,Improving large language models via fine-grained reinforcement learning with minimum editing constraint,"Z Chen, K Zhou, WX Zhao, J Wan, F Zhang, D Zhang, JR Wen",arXiv preprint arXiv:2401.06081,2024,3
14,What makes for good visual instructions? synthesizing complex visual reasoning instructions for visual instruction tuning,"Y Du, H Guo, K Zhou, WX Zhao, J Wang, C Wang, M Cai, R Song, JR Wen",arXiv preprint arXiv:2311.01487,2023,3
14,Alleviating the long-tail problem in conversational recommender systems,"Z Zhao, K Zhou, X Wang, WX Zhao, F Pan, Z Cao, JR Wen","Proceedings of the 17th ACM Conference on Recommender Systems, 374-385",2023,3
14,Jiuzhang 2.0: A unified chinese pre-trained language model for multi-task mathematical problem solving,"X Zhao, K Zhou, B Zhang, Z Gong, Z Chen, Y Zhou, JR Wen, J Sha, ...",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and …,2023,3
14,Improving conversational recommendation systems via counterfactual data simulation,"X Wang, K Zhou, X Tang, WX Zhao, F Pan, Z Cao, JR Wen",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and …,2023,3
14,Small pre-trained language models can be fine-tuned as large models via over-parameterization,"ZF Gao, K Zhou, P Liu, WX Zhao, JR Wen",Proceedings of the 61st Annual Meeting of the Association for Computational …,2023,3
14,Visually-augmented pretrained language models for NLP tasks without images,"H Guo, K Zhou, WX Zhao, Q Zhang, JR Wen",arXiv preprint arXiv:2212.07937,2022,3
14,BERT4SO: Neural sentence ordering by fine-tuning BERT,"Y Zhu, JY Nie, K Zhou, S Liu, Y Ling, P Du",arXiv preprint arXiv:2103.13584,2021,3
14,KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,"J Jiang, K Zhou, WX Zhao, Y Song, C Zhu, H Zhu, JR Wen",arXiv preprint arXiv:2402.11163,2024,2
14,ReasoningLM: Enabling Structural Subgraph Reasoning in Pre-trained Language Models for Question Answering over Knowledge Graph,"J Jiang, K Zhou, WX Zhao, Y Li, JR Wen",arXiv preprint arXiv:2401.00158,2023,2
14,Learning to perturb for contrastive learning of unsupervised sentence representations,"K Zhou, Y Zhou, WX Zhao, JR Wen","IEEE/ACM Transactions on Audio, Speech, and Language Processing",2023,2
14,Enhancing Multi-View Smoothness for Sequential Recommendation Models,"K Zhou, H Wang, J Wen, WX Zhao","ACM Transactions on Information Systems 41 (4), 1-27",2023,2
14,Improving Multi-turn Response Selection Models with Complementary Last-Utterance Selection by Instance Weighting,"K Zhou, WX Zhao, Y Zhu, JR Wen, J Yu",Advances in Knowledge Discovery and Data Mining: 24th Pacific-Asia …,2020,1
14,Data-CUBE: Data Curriculum for Instruction-based Sentence Representation Learning,"Y Min, K Zhou, D Gao, WX Zhao, H Hu, Y Li",arXiv preprint arXiv:2401.03563,2024,
14,Improving News Recommendation via Bottlenecked Multi-task Pre-training,"X Xiao, Q Li, S Liu, K Zhou",Proceedings of the 46th International ACM SIGIR Conference on Research and …,2023,
14,Complex Question Answering over Incomplete Knowledge Graph as N-ary Link Prediction,"D Zan, S Wang, H Zhang, K Zhou, W Wu, WX Zhao, B Wu, B Guan, ...","2022 International Joint Conference on Neural Networks (IJCNN), 1-8",2022,
15,A survey of large language models,"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",arXiv preprint arXiv:2303.18223,2023,1423
15,Pretrained language models for text generation: A survey,"J Li, T Tang, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2201.05273,2022,221
15,A survey of vision-language pre-trained models,"Y Du, Z Liu, J Li, WX Zhao",arXiv preprint arXiv:2202.10936,2022,122
15,WenLan: Bridging vision and language by large-scale multi-modal pre-training,"Y Huo, M Zhang, G Liu, H Lu, Y Gao, G Yang, J Wen, H Zhang, B Xu, ...",arXiv preprint arXiv:2103.06561,2021,111
15,Halueval: A large-scale hallucination evaluation benchmark for large language models,"J Li, X Cheng, X Zhao, JY Nie, JR Wen",The 2023 Conference on Empirical Methods in Natural Language Processing,2023,94
15,Few-shot knowledge graph-to-text generation with pretrained language models,"J Li, T Tang, WX Zhao, Z Wei, NJ Yuan, JR Wen",Findings of The 59th Annual Meeting of the Association for Computational …,2021,45
15,Mining implicit entity preference from user-item interaction data for knowledge graph completion via adversarial learning,"G He, J Li, WX Zhao, P Liu, JR Wen","Proceedings of the Web Conference 2020, 740-751",2020,41
15,Generating long and informative reviews with aspect-aware coarse-to-fine decoding,"J Li, WX Zhao, JR Wen, Y Song",The 57th Annual Meeting of the Association for Computational Linguistics (ACL),2019,32
15,Knowledge-enhanced personalized review generation with capsule graph neural network,"J Li, S Li, WX Zhao, G He, Z Wei, NJ Yuan, JR Wen",Proceedings of the 29th ACM International Conference on Information …,2020,30
15,Textbox 2.0: A text generation library with pre-trained language models,"T Tang, J Li, Z Chen, Y Hu, Z Yu, W Dai, Z Dong, X Cheng, Y Wang, ...",arXiv preprint arXiv:2212.13005,2022,29
15,A survey on long text modeling with transformers,"Z Dong, T Tang, L Li, WX Zhao",arXiv preprint arXiv:2302.14502,2023,23
15,Learning to Transfer Prompts for Text Generation,"J Li, T Tang, JY Nie, JR Wen, WX Zhao",NAACL 2022,2022,23
15,Mvp: Multi-task supervised pre-training for natural language generation,"T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2206.12131,2022,22
15,Knowledge-based review generation by coherence enhanced text planning,"J Li, WX Zhao, Z Wei, NJ Yuan, JR Wen",The 44th International ACM SIGIR Conference on Research and Development in …,2021,19
15,Context-tuning: Learning contextualized prompts for natural language generation,"T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2201.08670,2022,17
15,ELMER: A non-autoregressive pre-trained language model for efficient and effective text generation,"J Li, T Tang, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2210.13304,2022,12
15,The dawn after the dark: An empirical study on factuality hallucination in large language models,"J Li, J Chen, R Ren, X Cheng, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2401.03205,2024,6
15,Bamboo: A comprehensive benchmark for evaluating long text modeling capacities of large language models,"Z Dong, T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2309.13345,2023,6
15,Learning to imagine: Visually-augmented natural language generation,"T Tang, Y Chen, Y Du, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2305.16944,2023,5
15,Glyphdiffusion: Text generation as image generation,"J Li, WX Zhao, J Nie, J rong Wen",arXiv preprint arXiv:2304.12519,2023,5
15,The Web Can Be Your Oyster for Improving Large Language Models,"J Li, T Tang, WX Zhao, J Wang, JY Nie, JR Wen",arXiv preprint arXiv:2305.10998,2023,4
15,ElitePLM: An Empirical Study on General Language Ability Evaluation of Pretrained Language Models,"J Li, T Tang, Z Gong, L Yang, Z Yu, Z Chen, J Wang, WX Zhao, JR Wen",NAACL 2022,2022,4
15,Zero-shot visual question answering with language model feedback,"Y Du, J Li, T Tang, WX Zhao, JR Wen",arXiv preprint arXiv:2305.17006,2023,3
15,Generating Long and Coherent Text with Multi-Level Generative Adversarial Networks,"T Tang, J Li, WX Zhao, JR Wen","Web and Big Data: 5th International Joint Conference, APWeb-WAIM 2021 …",2021,1
16,A survey of large language models,"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",arXiv preprint arXiv:2303.18223,2023,1423
16,A survey of pretrained language models based text generation,"J Li, T Tang, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2201.05273,2022,221
16,Few-shot knowledge graph-to-text generation with pretrained language models,"J Li, T Tang, WX Zhao, Z Wei, NJ Yuan, JR Wen",arXiv preprint arXiv:2106.01623,2021,45
16,Not all languages are created equal in llms: Improving multilingual capability by cross-lingual-thought prompting,"H Huang, T Tang, D Zhang, WX Zhao, T Song, Y Xia, F Wei",arXiv preprint arXiv:2305.07004,2023,30
16,Textbox 2.0: A text generation library with pre-trained language models,"T Tang, J Li, Z Chen, Y Hu, Z Yu, W Dai, Z Dong, X Cheng, Y Wang, ...",arXiv preprint arXiv:2212.13005,2022,29
16,A survey on long text modeling with transformers,"Z Dong, T Tang, L Li, WX Zhao",arXiv preprint arXiv:2302.14502,2023,23
16,Learning to transfer prompts for text generation,"J Li, T Tang, JY Nie, JR Wen, WX Zhao",arXiv preprint arXiv:2205.01543,2022,23
16,Mvp: Multi-task supervised pre-training for natural language generation,"T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2206.12131,2022,22
16,Context-tuning: Learning contextualized prompts for natural language generation,"T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2201.08670,2022,17
16,ELMER: A non-autoregressive pre-trained language model for efficient and effective text generation,"J Li, T Tang, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2210.13304,2022,12
16,Not all metrics are guilty: Improving nlg evaluation with llm paraphrasing,"T Tang, H Lu, YE Jiang, H Huang, D Zhang, WX Zhao, F Wei",arXiv preprint arXiv:2305.15067,2023,9
16,Bamboo: A comprehensive benchmark for evaluating long text modeling capacities of large language models,"Z Dong, T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2309.13345,2023,6
16,Learning to imagine: Visually-augmented natural language generation,"T Tang, Y Chen, Y Du, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2305.16944,2023,5
16,Beyond imitation: Leveraging fine-grained quality signals for alignment,"G Guo, R Zhao, T Tang, WX Zhao, JR Wen",arXiv preprint arXiv:2311.04072,2023,4
16,The Web Can Be Your Oyster for Improving Large Language Models,"J Li, T Tang, WX Zhao, J Wang, JY Nie, JR Wen",arXiv preprint arXiv:2305.10998,2023,4
16,ElitePLM: An empirical study on general language ability evaluation of pretrained language models,"J Li, T Tang, Z Gong, L Yang, Z Yu, Z Chen, J Wang, WX Zhao, JR Wen",arXiv preprint arXiv:2205.01523,2022,4
16,Zero-shot visual question answering with language model feedback,"Y Du, J Li, T Tang, WX Zhao, JR Wen",arXiv preprint arXiv:2305.17006,2023,3
16,"Towards effective ancient chinese translation: Dataset, model, and evaluation","G Guo, J Yang, F Lu, J Qin, T Tang, WX Zhao",CCF International Conference on Natural Language Processing and Chinese …,2023,2
16,Generating Long and Coherent Text with Multi-Level Generative Adversarial Networks,"T Tang, J Li, WX Zhao, JR Wen","Web and Big Data: 5th International Joint Conference, APWeb-WAIM 2021 …",2021,1
16,Language-Specific Neurons: The Key to Multilingual Capabilities in Large Language Models,"T Tang, W Luo, H Huang, D Zhang, X Wang, X Zhao, F Wei, JR Wen",arXiv preprint arXiv:2402.16438,2024,
17,A survey of large language models,"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",arXiv preprint arXiv:2303.18223,2023,1406
17,Towards unified conversational recommender systems via knowledge-enhanced prompt learning,"X Wang, K Zhou, JR Wen, WX Zhao",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and …,2022,60
17,CRSLab: An open-source toolkit for building conversational recommender system,"K Zhou, X Wang, Y Zhou, C Shang, Y Cheng, WX Zhao, Y Li, JR Wen",arXiv preprint arXiv:2101.00939,2021,44
17,Rethinking the evaluation for conversational recommendation in the era of large language models,"X Wang, X Tang, WX Zhao, J Wang, JR Wen",arXiv preprint arXiv:2305.13112,2023,36
17,Alleviating the long-tail problem in conversational recommender systems,"Z Zhao, K Zhou, X Wang, WX Zhao, F Pan, Z Cao, JR Wen","Proceedings of the 17th ACM Conference on Recommender Systems, 374-385",2023,3
17,Improving conversational recommendation systems via counterfactual data simulation,"X Wang, K Zhou, X Tang, WX Zhao, F Pan, Z Cao, JR Wen",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and …,2023,3
17,Unleashing the Potential of Large Language Models as Prompt Optimizers: An Analogical Analysis with Gradient-based Model Optimizers,"X Tang, X Wang, WX Zhao, S Lu, Y Li, JR Wen",arXiv preprint arXiv:2402.17564,2024,
18,A survey of large language models,"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",arXiv preprint arXiv:2303.18223,2023,1428
18,"RecBole: Towards a unified, comprehensive and efficient framework for recommendation algorithms","WX Zhao, S Mu*, Y Hou*, Z Lin, Y Chen, X Pan, K Li, Y Lu, H Wang, ...","CIKM 2021, Resource Track",2021,295
18,Improving Graph Collaborative Filtering with Neighborhood-enriched Contrastive Learning,"Z Lin*, C Tian*, Y Hou*, WX Zhao",TheWebConf (WWW) 2022,2022,210
18,Towards Universal Sequence Representation Learning for Recommender Systems,"Y Hou*, S Mu*, WX Zhao, Y Li, B Ding, JR Wen",KDD 2022,2022,119
18,Large language models are zero-shot rankers for recommender systems,"Y Hou, J Zhang, Z Lin, H Lu, R Xie, J McAuley, WX Zhao",ECIR 2024,2024,109
18,Recommendation as instruction following: A large language model empowered recommendation approach,"J Zhang, R Xie, Y Hou, WX Zhao, L Lin, JR Wen",arXiv preprint arXiv:2305.07001,2023,89
18,RecBole 2.0: Towards a More Up-to-Date Recommendation Library,"WX Zhao, Y Hou*, X Pan*, C Yang, Z Zhang, Z Lin, J Zhang, S Bian, ...","CIKM 2022, Resource Track",2022,53
18,Learning Vector-Quantized Item Representation for Transferable Sequential Recommenders,"Y Hou, Z He, J McAuley, WX Zhao",TheWebConf (WWW) 2023,2023,52
18,CORE: Simple and Effective Session-based Recommendation within Consistent Representation Space,"Y Hou, B Hu, Z Zhang, WX Zhao","SIGIR 2022, short paper",2022,45
18,Learning to Match Jobs with Resumes from Sparse Interaction Data using Multi-View Co-Teaching Network,"S Bian, X Chen, WX Zhao, K Zhou, Y Hou, Y Song, T Zhang, JR Wen","CIKM 2020, 65-74",2020,44
18,Modeling Two-Way Selection Preference for Person-Job Fit,"C Yang, Y Hou, Y Song, T Zhang, JR Wen, WX Zhao",RecSys 2022,2022,23
18,AgentCF: Collaborative Learning with Autonomous Language Agents for Recommender Systems,"J Zhang, Y Hou, R Xie, W Sun, J McAuley, WX Zhao, L Lin, JR Wen",TheWebConf (WWW) 2024,2024,13
18,Adapting large language models by integrating collaborative semantics for recommendation,"B Zheng, Y Hou, H Lu, Y Chen, WX Zhao, JR Wen",ICDE 2024,2024,10
